id,translatable_id,name,document_url,locale
215,88,CEPT/ECC/DEC/(13)01,https://www.ecodocdb.dk/download/51c777fb-3800/ECCDEC1301.PDF,en
216,89,CEPT/ECC/DEC/(12)01,https://www.ecodocdb.dk/download/469996d1-3079/ECCDEC1201.PDF,cs
217,89,CEPT/ECC/DEC/(12)01,https://www.ecodocdb.dk/download/469996d1-3079/ECCDEC1201.PDF,en
218,90,CEPT/ECC/DEC/(06)10,https://www.ecodocdb.dk/download/1b63041e-d99a/ECCDEC0610.PDF,cs
219,90,CEPT/ECC/DEC/(06)10,https://www.ecodocdb.dk/download/1b63041e-d99a/ECCDEC0610.PDF,en
220,91,CEPT/ECC/REC/(08)02,https://www.ecodocdb.dk/download/e13c93f1-47fd/ECCDec0802.pdf,cs
221,91,CEPT/ECC/REC/(08)02,https://www.ecodocdb.dk/download/e13c93f1-47fd/ECCDec0802.pdf,en
222,92,CEPT/ERC/DEC/(99)06,https://www.ecodocdb.dk/download/1c57330f-79eb/DEC9906E.PDF,cs
223,92,CEPT/ERC/DEC/(99)06,https://www.ecodocdb.dk/download/1c57330f-79eb/DEC9906E.PDF,en
224,93,"Dodatek 18 Řádu",,cs
225,93,"Appendix No. 18 of RR",,en
226,94,RAINWAT,http://www.rainwat.bipt.be,cs
227,94,RAINWAT,http://www.rainwat.bipt.be,en
228,95,CEPT/ECC/DEC/(12)03,https://www.ecodocdb.dk/download/1523c768-944d/ECCDEC1203.PDF,cs
229,95,CEPT/ECC/DEC/(12)03,https://www.ecodocdb.dk/download/1523c768-944d/ECCDEC1203.PDF,en
230,96,CEPT/ECC/DEC/(12)01,https://www.ecodocdb.dk/download/469996d1-3079/ECCDEC1201.PDF,cs
231,96,CEPT/ECC/DEC/(12)01,https://www.ecodocdb.dk/download/469996d1-3079/ECCDEC1201.PDF,en
232,97,CEPT/ECC/DEC/(11)06,https://www.ecodocdb.dk/download/34f57e2a-1c04/ECCDEC1106.PDF,cs
233,97,CEPT/ECC/DEC/(11)06,https://www.ecodocdb.dk/download/34f57e2a-1c04/ECCDEC1106.PDF,en
234,98,CEPT/ECC/DEC/(11)01,https://www.ecodocdb.dk/download/668db82c-b96b/ECCDEC1101.PDF,cs
235,98,CEPT/ECC/DEC/(11)01,https://www.ecodocdb.dk/download/668db82c-b96b/ECCDEC1101.PDF,en
236,99,CEPT/ECC/DEC/(14)02,https://www.ecodocdb.dk/download/b02d6dab-2b58/ECCDEC1402.PDF,cs
237,99,CEPT/ECC/DEC/(14)02,https://www.ecodocdb.dk/download/b02d6dab-2b58/ECCDEC1402.PDF,en
238,36,2009/449/EC,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32009D0449&qid=1528280043178&from=CS,en
239,100,2012/243/EU,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32012D0243&rid=1,cs
240,100,2012/243/EU,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32012D0243(01)&qid=1528282171720&from=CS,en
241,101,CEPT/ECC/DEC/(05)01,https://www.ecodocdb.dk/download/ada12ae2-bb75/ECC%20Decision%20(05)01.pdf,cs
242,101,CEPT/ECC/DEC/(05)01,https://www.ecodocdb.dk/download/ada12ae2-bb75/ECC%20Decision%20(05)01.pdf,en
243,102,"CEPT/ERC/REC T/R 13-02",https://www.ecodocdb.dk/download/2dce417c-b219/TR1302.PDF,cs
244,102,"CEPT/ERC/REC T/R 13-02",https://www.ecodocdb.dk/download/2dce417c-b219/TR1302.PDF,en
245,103,"ITU-R Rec. F.748-4",http://www.itu.int/dms_pubrec/itu-r/rec/f/R-REC-F.748-4-200105-I!!PDF-E.pdf,cs
246,103,"ITU-R Rec. F.748-4",http://www.itu.int/dms_pubrec/itu-r/rec/f/R-REC-F.748-4-200105-I!!PDF-E.pdf,en
247,104,CEPT/ECC/REC/(02)02,https://www.ecodocdb.dk/download/d9aa1d17-0482/REC0202.PDF,cs
248,104,CEPT/ECC/REC/(02)02,https://www.ecodocdb.dk/download/d9aa1d17-0482/REC0202.PDF,en
249,105,"ITU-R Rec. F.1571",http://www.itu.int/dms_pubrec/itu-r/rec/f/R-REC-F.1571-0-200205-I!!PDF-E.pdf,cs
250,105,"ITU-R Rec. F.1571",http://www.itu.int/dms_pubrec/itu-r/rec/f/R-REC-F.1571-0-200205-I!!PDF-E.pdf,en
251,106,CEPT/ERC/REC/(01)02,https://www.ecodocdb.dk/download/3ab0c961-4f74/REC0102E.PDF,cs
252,106,CEPT/ERC/REC/(01)02,https://www.ecodocdb.dk/download/3ab0c961-4f74/REC0102E.PDF,en
253,107,CEPT/ECC/DEC/(05)08,https://www.ecodocdb.dk/download/0d1ab37d-baef/ECCDEC0508.PDF,cs
254,107,CEPT/ECC/DEC/(05)08,https://www.ecodocdb.dk/download/0d1ab37d-baef/ECCDEC0508.PDF,en
255,57,"Article No. 12 of RR",,en
256,108,"Čl. 21 Řádu",,cs
257,108,"Article No. 21 of RR",,en
258,109,CEPT/ERC/DEC/(99)17,https://www.ecodocdb.dk/download/8ae06b00-9b1a/DEC9917E.PDF,cs
259,109,CEPT/ERC/DEC/(99)17,https://www.ecodocdb.dk/download/8ae06b00-9b1a/DEC9917E.PDF,en
260,110,"Čl. 31 Řádu",,cs
261,110,"Article No. 31 of RR",,en
262,111,"CEPT/ERC/REC 14-01",https://www.ecodocdb.dk/download/f93f0649-b052/ERCREC1401.PDF,cs
263,111,"CEPT/ERC/REC 14-01",https://www.ecodocdb.dk/download/f93f0649-b052/ERCREC1401.PDF,en
264,112,"CEPT/ERC/REC 14-02",https://www.ecodocdb.dk/download/5570c6c2-1438/ERCREC1402.PDF,cs
265,112,"CEPT/ERC/REC 14-02",https://www.ecodocdb.dk/download/5570c6c2-1438/ERCREC1402.PDF,en
266,113,"CEPT/ERC/REC 13-03",https://www.ecodocdb.dk/download/0fa84333-b09b/REC1303E.PDF,cs
267,113,"CEPT/ERC/REC 13-03",https://www.ecodocdb.dk/download/0fa84333-b09b/REC1303E.PDF,en
268,114,CEPT/ECC/DEC/(09)02,https://www.ecodocdb.dk/download/368e9fdc-8685/ECCDEC0902.PDF,cs
269,114,CEPT/ECC/DEC/(09)02,https://www.ecodocdb.dk/download/368e9fdc-8685/ECCDEC0902.PDF,en
