id,army_usage_id,plan_part_id,start,end,sorting,created_at,updated_at
76,4,27,4850000,4995000,,"2015-08-05 15:56:30","2016-03-29 16:30:32"
77,1,27,4995000,5003000,,"2015-08-05 15:56:30","2016-04-01 09:54:57"
78,1,27,5003000,5005000,,"2015-08-05 15:56:30","2016-04-01 09:53:09"
79,4,27,5005000,5060000,,"2015-08-05 15:56:30","2016-03-29 16:31:08"
80,4,27,5060000,5250000,,"2015-08-05 15:56:30","2016-03-29 16:31:20"
81,4,27,5250000,5275000,,"2015-08-05 15:56:30","2018-10-26 09:33:06"
82,3,27,5450000,5480000,,"2015-08-05 15:56:30","2016-03-29 16:31:45"
83,2,27,5480000,5680000,,"2015-08-05 15:56:30","2016-04-13 13:12:14"
84,3,27,5680000,5730000,,"2015-08-05 15:56:30","2016-04-13 13:11:23"
85,3,27,5730000,5900000,,"2015-08-05 15:56:30","2016-03-29 16:32:22"
86,1,27,5900000,5950000,,"2015-08-05 15:56:30","2016-03-29 16:32:32"
87,1,27,5950000,6200000,,"2015-08-05 15:56:30","2016-03-29 16:32:42"
88,1,27,6200000,6525000,,"2015-08-05 15:56:30","2016-04-13 16:28:03"
89,2,27,6525000,6685000,,"2015-08-05 15:56:30","2016-03-29 16:33:05"
90,3,27,6685000,6765000,,"2015-08-05 15:56:30","2016-03-29 16:33:15"
91,4,27,6765000,7000000,,"2015-08-05 15:56:30","2016-03-29 14:24:12"
92,1,27,7000000,7100000,,"2015-08-05 15:56:30","2016-03-29 16:33:26"
93,1,27,7100000,7200000,,"2015-08-05 15:56:30","2016-03-29 16:33:35"
94,1,27,7200000,7300000,,"2015-08-05 15:56:30","2016-03-29 15:20:14"
95,2,27,7300000,7400000,,"2015-08-05 15:56:30","2016-03-29 16:34:46"
96,2,27,7400000,7450000,,"2015-08-05 15:56:30","2016-03-29 16:34:05"
97,4,27,7450000,8100000,,"2015-08-05 15:56:30","2016-03-29 16:33:54"
98,4,27,8100000,8195000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
99,1,27,8195000,8815000,,"2015-08-05 15:56:30","2016-04-13 16:28:35"
100,2,27,8815000,8965000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
101,3,27,8965000,9040000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
102,3,27,9040000,9305000,,"2015-08-05 15:56:30","2018-09-19 09:55:28"
103,2,27,9400000,9500000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
104,1,27,9500000,9775000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
105,2,27,9775000,9900000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
106,3,27,9900000,9995000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
107,1,27,9995000,10003000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
108,1,27,10003000,10005000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
109,2,27,10005000,10100000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
110,4,27,10100000,10150000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
111,3,27,10150000,11175000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
112,3,27,11175000,11275000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
113,2,27,11275000,11400000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
114,3,27,11400000,11600000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
115,2,27,11600000,11650000,,"2015-08-05 15:56:30","2018-09-11 12:30:48"
116,2,27,11650000,12050000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
117,2,27,12050000,12100000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
118,2,27,12100000,12230000,,"2015-08-05 15:56:30","2018-09-11 12:40:03"
119,1,27,12230000,13200000,,"2015-08-05 15:56:30","2016-04-13 16:29:32"
120,3,27,13200000,13260000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
121,2,27,13260000,13360000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
122,4,27,13360000,13410000,,"2015-08-05 15:56:30","2016-04-10 18:47:24"
123,3,27,13410000,13450000,,"2015-08-05 15:56:30","2018-10-28 17:42:42"
124,2,27,13570000,13600000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
125,1,27,13600000,13800000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
126,2,27,13800000,13870000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
127,3,27,13870000,14000000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
128,1,27,14000000,14250000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
129,1,27,14250000,14350000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
130,3,27,14350000,14990000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
131,1,27,14990000,15005000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
132,1,27,15005000,15010000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
133,3,27,15010000,15100000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
134,1,27,15100000,15450000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
135,1,27,15450000,15600000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
136,2,27,15600000,15800000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
137,3,27,15800000,16100000,,"2015-08-05 15:56:30","2018-10-29 09:31:02"
138,1,27,16360000,17410000,,"2015-08-05 15:56:30","2016-04-13 16:39:13"
139,3,27,17410000,17480000,,"2015-08-05 15:56:30","2015-08-05 15:56:30"
140,2,27,17480000,17550000,,"2015-08-05 15:56:30","2018-09-10 12:38:48"
141,1,27,17550000,17900000,,"2015-08-05 15:56:30","2017-03-10 09:42:19"
142,2,27,17900000,17970000,,"2015-08-05 15:56:30","2018-09-10 12:40:55"
143,3,27,17970000,18030000,,"2015-08-05 15:56:30","2018-09-10 12:41:41"
144,3,27,18030000,18052000,,"2015-08-05 15:56:30","2017-03-10 09:45:59"
145,3,27,18052000,18068000,,"2015-08-05 15:56:30","2017-03-10 09:46:43"
146,1,27,18068000,18168000,,"2015-08-05 15:56:30","2018-09-10 14:29:01"
147,3,27,18168000,18780000,,"2015-08-05 15:56:30","2018-09-10 12:45:33"
148,1,27,18780000,18900000,,"2015-08-05 15:56:30","2017-03-10 09:55:30"
149,2,27,18900000,19020000,,"2015-08-05 15:56:30","2018-09-10 12:46:19"
150,3,27,19020000,19680000,,"2015-08-05 15:56:30","2017-03-10 10:01:23"
151,1,27,19680000,19800000,,"2015-08-05 15:56:30","2017-03-10 13:49:24"
152,3,27,19800000,19990000,,"2015-08-05 15:56:30","2017-03-10 13:50:11"
153,1,27,19990000,19995000,,"2015-08-05 15:56:30","2017-02-15 14:27:37"
154,1,27,19995000,20010000,,"2015-08-05 15:56:30","2017-02-14 11:14:03"
155,3,27,20010000,21000000,,"2015-08-05 15:56:30","2017-03-10 13:51:42"
156,1,27,21000000,21450000,,"2015-08-05 15:56:30","2017-02-14 11:17:57"
157,1,27,21450000,21850000,,"2015-08-05 15:56:30","2017-03-10 13:52:57"
158,4,27,21850000,21870000,,"2015-08-05 15:56:30","2017-03-10 13:53:27"
159,4,27,21870000,21924000,,"2015-08-05 15:56:30","2017-03-10 13:54:33"
160,2,27,21924000,22000000,,"2015-08-05 15:56:30","2017-03-10 13:55:16"
161,1,27,22000000,22855000,,"2015-08-05 15:56:30","2017-03-10 13:55:57"
162,3,27,22855000,23000000,,"2015-08-05 15:56:30","2017-03-10 13:56:40"
163,3,27,23000000,23200000,,"2015-08-05 15:56:30","2018-09-10 12:12:25"
164,4,27,23200000,23350000,,"2015-08-05 15:56:30","2018-09-10 12:14:09"
165,3,27,23350000,24000000,,"2015-08-05 15:56:30","2018-09-10 12:24:12"
166,3,27,24000000,24450000,,"2015-08-05 15:56:30","2018-10-29 10:09:02"
167,1,27,24890000,24990000,,"2015-08-05 15:56:30","2017-02-14 11:46:37"
168,1,27,24990000,25005000,,"2015-08-05 15:56:30","2017-02-14 11:47:20"
169,1,27,25005000,25010000,,"2015-08-05 15:56:30","2017-02-14 11:47:52"
170,3,27,25010000,25070000,,"2015-08-05 15:56:30","2018-09-06 08:23:58"
171,1,27,25070000,25210000,,"2015-08-05 15:56:30","2018-09-06 08:25:13"
172,3,27,25210000,25550000,,"2015-08-05 15:56:30","2018-09-06 08:27:06"
173,1,27,25550000,25670000,,"2015-08-05 15:56:30","2017-02-14 11:50:28"
174,1,27,25670000,26100000,,"2015-08-05 15:56:30","2017-02-14 11:53:05"
175,1,27,26100000,26175000,,"2015-08-05 15:56:30","2018-09-06 08:29:21"
176,4,27,26175000,26200000,,"2015-08-05 15:56:30","2018-10-29 14:42:08"
177,2,27,26957000,27405000,,"2015-08-05 15:56:30","2016-07-05 16:54:22"
178,3,27,27405000,27500000,,"2015-08-05 15:56:30","2018-09-06 08:51:49"
179,2,26,27500000,28000000,,"2015-08-05 15:56:30","2017-08-08 13:21:37"
180,1,26,28000000,29700000,,"2015-08-05 15:56:30","2018-09-05 13:27:54"
181,4,26,29700000,30005000,,"2015-08-05 15:56:30","2018-09-05 13:28:47"
182,4,26,30005000,30010000,,"2015-08-05 15:56:30","2017-02-16 08:50:47"
183,3,26,30010000,32875000,,"2015-08-05 15:56:30","2019-01-22 14:19:33"
184,2,26,32875000,35000000,,"2015-08-05 15:56:30","2018-09-05 13:32:36"
185,4,26,35000000,37500000,,"2015-08-05 15:56:30","2018-09-05 13:34:13"
186,2,26,37500000,38250000,,"2015-08-05 15:56:30","2017-02-15 18:17:01"
187,2,26,38250000,39000000,,"2015-08-05 15:56:30","2017-02-15 18:18:42"
188,3,26,39000000,39500000,,"2015-08-05 15:56:30","2018-10-29 18:37:09"
189,3,26,39986000,40020000,,"2015-08-05 15:56:30","2019-01-22 14:19:53"
190,2,26,40020000,40980000,,"2015-08-05 15:56:30","2016-07-06 10:56:44"
